;Idx,Name,Stdmode,Shape,MagUpID,ItemType,Weight,Anicount,Source,Reserved,Looks,IconEffect,InLooks,InLooksType,InLooksNum,DropLight,DropLightAni,DropSound,DuraMax,Ac,Ac2,Mac,Mac2,Dc,Dc2,Mc,Mc2,Sc,Sc2,Need,NeedLevel,Price,Stock,Shine,Job,NameColor,Smite,DamAdd,DcRedu,McRedu,IgnDef,DamReb,ExpAdd,DropRate,RareAttr,GodAttr,UserAttr,Desc,Effect,EffParam,TipEffect,TimeLimit
431,啸天战甲,10,34,,,1,0,0,0,66,0,0,0,0,,,new-yifu.ogg,5000,31,43,18,31,8,18,0,0,0,0,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
432,啸天战衣,11,34,,,1,0,0,0,67,0,0,0,0,,,new-yifu.ogg,5000,31,43,18,31,8,18,0,0,0,0,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
433,啸月法袍,10,35,,,1,0,0,0,68,0,0,0,0,,,new-yifu.ogg,5000,27,37,21,35,0,0,18,31,0,0,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
434,啸月法衣,11,35,,,1,0,0,0,69,0,0,0,0,,,new-yifu.ogg,5000,27,37,21,35,0,0,18,31,0,0,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
435,啸尊道袍,10,36,,,1,0,0,0,70,0,0,0,0,,,new-yifu.ogg,5000,27,37,21,35,0,0,0,0,18,31,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
436,啸尊道衣,11,36,,,1,0,0,0,71,0,0,0,0,,,new-yifu.ogg,5000,27,37,21,35,0,0,0,0,18,31,0,66,180,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2100#7000#60,0,0|100#30#1#4#30,,,,,
437,金牛战甲,10,20,,,1,0,0,0,40,0,0,0,0,,,new-yifu.ogg,5000,36,49,21,35,10,22,0,0,0,0,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
438,金牛战衣,11,20,,,1,0,0,0,41,0,0,0,0,,,new-yifu.ogg,5000,36,49,21,35,10,22,0,0,0,0,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
439,金牛法袍,10,19,,,1,0,0,0,42,0,0,0,0,,,new-yifu.ogg,5000,31,42,24,41,0,0,21,37,0,0,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
440,金牛法衣,11,19,,,1,0,0,0,43,0,0,0,0,,,new-yifu.ogg,5000,31,42,24,41,0,0,21,37,0,0,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
441,金牛道袍,10,21,,,1,0,0,0,44,0,0,0,0,,,new-yifu.ogg,5000,31,42,24,41,0,0,0,0,21,37,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
442,金牛道衣,11,21,,,1,0,0,0,45,0,0,0,0,,,new-yifu.ogg,5000,31,42,24,41,0,0,0,0,21,37,0,71,200,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2400#8000#60,0,0|100#30#1#4#30,,,,,
443,主宰战甲,10,24,,,1,4,0,0,46,0,0,0,0,,,new-yifu.ogg,5000,40,55,24,41,15,29,0,0,0,0,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
444,主宰战衣,11,24,,,1,4,0,0,47,0,0,0,0,,,new-yifu.ogg,5000,40,55,24,41,15,29,0,0,0,0,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
445,主宰法袍,10,24,,,1,4,0,0,46,0,0,0,0,,,new-yifu.ogg,5000,36,49,28,48,0,0,25,45,0,0,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
446,主宰法衣,11,24,,,1,4,0,0,47,0,0,0,0,,,new-yifu.ogg,5000,36,49,28,48,0,0,25,45,0,0,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
447,主宰道袍,10,24,,,1,4,0,0,46,0,0,0,0,,,new-yifu.ogg,5000,36,49,28,48,0,0,0,0,25,45,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
448,主宰道衣,11,24,,,1,4,0,0,47,0,0,0,0,,,new-yifu.ogg,5000,36,49,28,48,0,0,0,0,25,45,0,77,210,100,,,255,0,0,0,0,0,0,0,0,1|7#70#2700#9000#60,0,0|100#30#1#4#30,,,,,
449,虎喷战甲,10,30,,,1,0,0,0,58,0,0,0,0,,,new-yifu.ogg,5000,44,61,28,48,19,35,0,0,0,0,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
450,虎喷战衣,11,30,,,1,0,0,0,59,0,0,0,0,,,new-yifu.ogg,5000,44,61,28,48,19,35,0,0,0,0,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
451,虎喷法袍,10,30,,,1,0,0,0,58,0,0,0,0,,,new-yifu.ogg,5000,40,55,35,54,0,0,29,52,0,0,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
452,虎喷法衣,11,30,,,1,0,0,0,59,0,0,0,0,,,new-yifu.ogg,5000,40,55,35,54,0,0,29,52,0,0,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
453,虎喷道袍,10,30,,,1,0,0,0,58,0,0,0,0,,,new-yifu.ogg,5000,40,55,35,54,0,0,0,0,29,52,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
454,虎喷道衣,11,30,,,1,0,0,0,59,0,0,0,0,,,new-yifu.ogg,5000,40,55,35,54,0,0,0,0,29,52,0,81,220,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3000#10000#60,0,0|100#30#1#4#30,,,,,
455,辉煌战甲,10,25,,,1,0,0,0,48,0,0,0,0,,,new-yifu.ogg,5000,49,72,35,54,23,41,0,0,0,0,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
456,辉煌战衣,11,25,,,1,0,0,0,49,0,0,0,0,,,new-yifu.ogg,5000,49,72,35,54,23,41,0,0,0,0,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
457,辉煌法袍,10,25,,,1,0,0,0,48,0,0,0,0,,,new-yifu.ogg,5000,44,61,41,59,0,0,33,58,0,0,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
458,辉煌法衣,11,25,,,1,0,0,0,49,0,0,0,0,,,new-yifu.ogg,5000,44,61,41,59,0,0,33,58,0,0,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
459,辉煌道袍,10,25,,,1,0,0,0,48,0,0,0,0,,,new-yifu.ogg,5000,44,61,41,59,0,0,0,0,33,58,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
460,辉煌道衣,11,25,,,1,0,0,0,49,0,0,0,0,,,new-yifu.ogg,5000,44,61,41,59,0,0,0,0,33,58,0,83,240,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3300#12000#60,0,0|100#30#1#4#30,,,,,
461,荣耀战甲,10,26,,,1,0,0,0,50,0,0,0,0,,,new-yifu.ogg,5000,53,78,41,59,27,48,0,0,0,0,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
462,荣耀战衣,11,26,,,1,0,0,0,51,0,0,0,0,,,new-yifu.ogg,5000,53,78,41,59,27,48,0,0,0,0,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
463,荣耀法袍,10,26,,,1,0,0,0,50,0,0,0,0,,,new-yifu.ogg,5000,49,69,46,66,0,0,37,63,0,0,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
464,荣耀法衣,11,26,,,1,0,0,0,51,0,0,0,0,,,new-yifu.ogg,5000,49,69,46,66,0,0,37,63,0,0,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
465,荣耀道袍,10,26,,,1,0,0,0,50,0,0,0,0,,,new-yifu.ogg,5000,49,69,46,66,0,0,0,0,37,63,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
466,荣耀道衣,11,26,,,1,0,0,0,51,0,0,0,0,,,new-yifu.ogg,5000,49,69,46,66,0,0,0,0,37,63,0,85,260,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3600#14000#60,0,0|100#30#1#4#30,,,,,
467,倚天战甲,10,22,,,1,6,0,0,74,0,0,0,0,,,new-yifu.ogg,5000,59,84,46,66,31,53,0,0,0,0,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
468,倚天战衣,11,22,,,1,6,0,0,75,0,0,0,0,,,new-yifu.ogg,5000,59,84,46,66,31,53,0,0,0,0,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
469,倚天法袍,10,22,,,1,6,0,0,74,0,0,0,0,,,new-yifu.ogg,5000,53,76,51,72,0,0,41,69,0,0,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
470,倚天法衣,11,22,,,1,6,0,0,75,0,0,0,0,,,new-yifu.ogg,5000,53,76,51,72,0,0,41,69,0,0,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
471,倚天道袍,10,22,,,1,6,0,0,74,0,0,0,0,,,new-yifu.ogg,5000,53,76,51,72,0,0,0,0,41,69,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
472,倚天道衣,11,22,,,1,6,0,0,75,0,0,0,0,,,new-yifu.ogg,5000,53,76,51,72,0,0,0,0,41,69,0,87,300,100,,,255,0,0,0,0,0,0,0,0,1|7#70#3900#16000#60,0,0|100#30#1#4#30,,,,,
473,传奇战甲,10,27,,,1,11,0,0,52,0,0,0,0,,,new-yifu.ogg,5000,63,88,51,71,38,59,0,0,0,0,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
474,传奇战衣,11,27,,,1,11,0,0,53,0,0,0,0,,,new-yifu.ogg,5000,63,88,51,71,38,59,0,0,0,0,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
475,传奇法袍,10,27,,,1,11,0,0,52,0,0,0,0,,,new-yifu.ogg,5000,58,81,57,77,0,0,47,74,0,0,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
476,传奇法衣,11,27,,,1,11,0,0,53,0,0,0,0,,,new-yifu.ogg,5000,58,81,57,77,0,0,47,74,0,0,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
477,传奇道袍,10,27,,,1,11,0,0,52,0,0,0,0,,,new-yifu.ogg,5000,58,81,57,77,0,0,0,0,47,74,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
478,传奇道衣,11,27,,,1,11,0,0,53,0,0,0,0,,,new-yifu.ogg,5000,58,81,57,77,0,0,0,0,47,74,0,89,350,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4200#18000#60,0,0|100#30#1#4#30,,,,,
479,皓月战甲,10,28,,,1,0,0,0,54,0,0,0,0,,,new-yifu.ogg,5000,69,94,55,76,42,66,0,0,0,0,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
480,皓月战衣,11,28,,,1,0,0,0,55,0,0,0,0,,,new-yifu.ogg,5000,69,94,55,76,42,66,0,0,0,0,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
481,皓月法袍,10,28,,,1,0,0,0,54,0,0,0,0,,,new-yifu.ogg,5000,63,87,62,81,0,0,51,79,0,0,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
482,皓月法衣,11,28,,,1,0,0,0,55,0,0,0,0,,,new-yifu.ogg,5000,63,87,62,81,0,0,51,79,0,0,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
483,皓月道袍,10,28,,,1,0,0,0,54,0,0,0,0,,,new-yifu.ogg,5000,63,87,62,81,0,0,0,0,51,79,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
484,皓月道衣,11,28,,,1,0,0,0,55,0,0,0,0,,,new-yifu.ogg,5000,63,87,62,81,0,0,0,0,51,79,0,91,500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4500#20000#60,0,0|100#30#1#4#30,,,,,
485,影刺战甲,10,29,,,1,8,0,0,56,0,0,0,0,,,new-yifu.ogg,5000,76,99,61,81,47,71,0,0,0,0,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
486,影刺战衣,11,29,,,1,8,0,0,57,0,0,0,0,,,new-yifu.ogg,5000,76,99,61,81,47,71,0,0,0,0,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
487,影刺法袍,10,29,,,1,9,0,0,56,0,0,0,0,,,new-yifu.ogg,5000,68,91,68,87,0,0,57,84,0,0,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
488,影刺法衣,11,29,,,1,9,0,0,57,0,0,0,0,,,new-yifu.ogg,5000,68,91,68,87,0,0,57,84,0,0,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
489,影刺道袍,10,29,,,1,10,0,0,56,0,0,0,0,,,new-yifu.ogg,5000,68,91,68,87,0,0,0,0,57,84,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
490,影刺道衣,11,29,,,1,10,0,0,57,0,0,0,0,,,new-yifu.ogg,5000,68,91,68,87,0,0,0,0,57,84,0,93,800,100,,,255,0,0,0,0,0,0,0,0,1|7#70#4800#22000#60,0,0|100#30#1#4#30,,,,,
491,神龙战甲,10,31,,,1,0,0,0,60,0,0,0,0,,,new-yifu.ogg,5000,81,107,66,87,51,78,0,0,0,0,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
492,神龙战衣,11,31,,,1,0,0,0,61,0,0,0,0,,,new-yifu.ogg,5000,81,107,66,87,51,78,0,0,0,0,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
493,神龙法袍,10,31,,,1,0,0,0,60,0,0,0,0,,,new-yifu.ogg,5000,73,98,72,94,0,0,66,91,0,0,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
494,神龙法衣,11,31,,,1,0,0,0,61,0,0,0,0,,,new-yifu.ogg,5000,73,98,72,94,0,0,66,91,0,0,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
495,神龙道袍,10,31,,,1,0,0,0,60,0,0,0,0,,,new-yifu.ogg,5000,73,98,72,94,0,0,0,0,66,91,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
496,神龙道衣,11,31,,,1,0,0,0,61,0,0,0,0,,,new-yifu.ogg,5000,73,98,72,94,0,0,0,0,66,91,0,95,1000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5100#24000#60,0,0|100#30#1#4#30,,,,,
497,真龙战甲,10,33,,,1,0,0,0,62,0,0,0,0,,,new-yifu.ogg,5000,88,118,72,94,58,88,0,0,0,0,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
498,真龙战衣,11,33,,,1,0,0,0,63,0,0,0,0,,,new-yifu.ogg,5000,88,118,72,94,58,88,0,0,0,0,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
499,真龙法袍,10,33,,,1,0,0,0,62,0,0,0,0,,,new-yifu.ogg,5000,79,106,77,104,0,0,73,102,0,0,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
500,真龙法衣,11,33,,,1,0,0,0,63,0,0,0,0,,,new-yifu.ogg,5000,79,106,77,104,0,0,73,102,0,0,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
501,真龙道袍,10,33,,,1,0,0,0,62,0,0,0,0,,,new-yifu.ogg,5000,79,106,77,104,0,0,0,0,73,102,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
502,真龙道衣,11,33,,,1,0,0,0,63,0,0,0,0,,,new-yifu.ogg,5000,79,106,77,104,0,0,0,0,73,102,0,97,1500,100,,,255,0,0,0,0,0,0,0,0,1|7#70#5400#26000#60,0,0|100#30#1#4#30,,,,,
503,天下谁人不识君々战甲,10,23,,,1,7,0,0,76,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,88,168,0,0,0,0,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
504,天下谁人不识君々战衣,11,23,,,1,7,0,0,77,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,88,168,0,0,0,0,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
505,天下谁人不识君々法袍,10,23,,,1,7,0,0,76,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,0,0,88,168,0,0,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
506,天下谁人不识君々法衣,11,23,,,1,7,0,0,77,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,0,0,88,168,0,0,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
507,天下谁人不识君々道袍,10,23,,,1,7,0,0,76,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,0,0,0,0,88,168,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
508,天下谁人不识君々道衣,11,23,,,1,7,0,0,77,0,0,0,0,,,new-yifu.ogg,5000,88,168,88,168,0,0,0,0,88,168,0,99,2000,100,,,255,0,0,0,0,0,0,0,0,1|7#70#6000#30000#60,0,0|100#30#1#4#30,,,,,
509,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
510,青铜盔,15,0,,,1,0,0,0,322,0,0,0,0,,,new-wupin.ogg,5000,0,1,0,1,0,1,0,1,0,1,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
511,骷髅头盔,15,0,,,1,0,0,0,326,0,0,0,0,,,new-wupin.ogg,5000,0,2,0,2,0,2,0,2,0,2,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
512,黑铁头盔,15,0,,,1,0,0,0,327,0,0,0,0,,,new-wupin.ogg,5000,1,3,1,3,0,3,0,3,0,3,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
513,绿色项链,19,0,,,1,0,0,0,328,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,0,3,0,3,0,3,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
514,死神手套,26,0,,,1,0,0,0,330,0,0,0,0,,,new-shouzhuo.ogg,5000,1,2,1,2,1,2,1,2,1,2,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
515,骑士手镯,26,0,,,1,0,0,0,329,0,0,0,0,,,new-shouzhuo.ogg,5000,1,3,1,3,1,3,1,3,1,3,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
516,金戒指,22,0,,,1,0,0,0,333,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,1,4,1,4,1,4,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
517,力量戒指,22,0,,,1,0,0,0,332,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,1,5,1,5,1,5,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
518,龙之戒指,22,0,,,1,0,0,0,331,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,1,6,1,6,1,6,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
519,兽皮腰带,64,0,,,1,0,0,0,323,0,0,0,0,,,new-wupin.ogg,5000,0,1,0,1,0,1,0,1,0,1,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
520,草鞋,62,0,,,1,0,0,0,324,0,0,0,0,,,new-wupin.ogg,5000,0,1,0,1,0,1,0,1,0,1,0,1,20,100,,,255,0,0,0,0,0,0,0,0,0,0,0,,,,,
521,~~~~~~~~~~~~~~~~~,0,0,,,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0
522,圣战头盔,15,0,,,1,0,0,0,334,0,0,0,0,,,new-wupin.ogg,5000,2,5,1,4,2,5,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
523,圣战项链,19,0,,,1,0,0,0,340,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,3,6,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
524,圣战手镯,26,0,,,1,0,0,0,341,0,0,0,0,,,new-shouzhuo.ogg,5000,2,4,1,4,2,4,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
525,圣战戒指,22,0,,,1,0,0,0,342,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,3,7,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
526,圣战腰带,64,0,,,1,0,0,0,338,0,0,0,0,,,new-wupin.ogg,5000,1,3,1,2,1,4,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
527,圣战之靴,62,0,,,1,0,0,0,339,0,0,0,0,,,new-wupin.ogg,5000,1,3,1,2,1,4,0,0,0,0,0,35,50,100,,,255,0,0,0,0,0,0,0,0,1|14#70#1#5#60,0,0|100#30#1#4#30,,,,,
528,炎龙头盔,15,0,,,1,0,0,0,349,0,0,0,0,,,new-wupin.ogg,5000,3,6,2,5,3,6,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
529,炎龙项链,19,0,,,1,0,0,0,352,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,4,8,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
530,炎龙手镯,26,0,,,1,0,0,0,351,0,0,0,0,,,new-shouzhuo.ogg,5000,2,5,1,5,2,5,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
531,炎龙戒指,22,0,,,1,0,0,0,350,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,4,10,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
532,炎龙腰带,64,0,,,1,0,0,0,354,0,0,0,0,,,new-wupin.ogg,5000,1,4,1,3,1,5,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
533,炎龙之靴,62,0,,,1,0,0,0,353,0,0,0,0,,,new-wupin.ogg,5000,1,4,1,3,1,5,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
534,炎龙勋章,202,6,,,1,0,0,0,348,0,0,0,0,,,new-shouzhuo.ogg,5000,2,5,1,5,2,5,0,0,0,0,0,41,100,100,,,255,0,0,0,0,0,0,0,0,1|14#70#3#8#60,0,0|100#30#1#4#30,,,,,
535,虎啸头盔,15,0,,,1,0,0,0,367,0,0,0,0,,,new-wupin.ogg,5000,3,8,2,7,3,9,0,0,0,0,0,47,150,100,,,255,0,0,0,0,0,0,0,0,1|14#70#5#11#60,0,0|100#30#1#4#30,,,,,
536,虎啸项链,19,0,,,1,0,0,0,358,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,5,11,0,0,0,0,0,47,150,100,,,255,0,0,0,0,0,0,0,0,1|14#70#5#11#60,0,0|100#30#1#4#30,,,,,
537,虎啸手镯,26,0,,,1,0,0,0,357,0,0,0,0,,,new-shouzhuo.ogg,5000,2,7,2,6,3,7,0,0,0,0,0,47,150,100,,,255,0,0,0,0,0,0,0,0,1|14#70#5#11#60,0,0|100#30#1#4#30,,,,,
538,虎啸戒指,22,0,,,1,0,0,0,356,0,0,0,0,,,new-shouzhuo.ogg,5000,0,0,0,0,7,13,0,0,0,0,0,47,150,100,,,255,0,0,0,0,0,0,0,0,1|14#70#5#11#60,0,0|100#30#1#4#30,,,,,
